fecha;gvz;sma200;reg
2016.04.28;17.90;18.05;0
2016.04.29;20.23;18.08;1
2016.05.02;19.29;18.11;1
2016.05.03;18.70;18.12;1
2016.05.04;19.47;18.12;1
2016.05.05;18.46;18.11;1
2016.05.06;18.65;18.11;1
2016.05.09;18.65;18.11;1
2016.05.10;18.04;18.10;0
2016.05.11;18.35;18.09;1
2016.05.12;17.84;18.09;0
2016.05.13;18.29;18.09;1
2016.05.16;18.49;18.10;1
2016.05.17;18.17;18.11;1
2016.05.18;18.20;18.11;1
2016.05.19;17.85;18.11;0
2016.05.20;17.00;18.11;0
2016.05.23;16.80;18.11;0
2016.05.24;16.66;18.11;0
2016.05.25;15.98;18.11;0
2016.05.26;15.29;18.10;0
2016.05.27;15.39;18.09;0
2016.05.31;15.83;18.09;0
2016.06.01;15.92;18.09;0
2016.06.02;16.05;18.10;0
2016.06.03;17.45;18.11;0
2016.06.06;17.76;18.12;0
2016.06.07;17.29;18.12;0
2016.06.08;18.76;18.12;1
2016.06.09;20.28;18.11;1
2016.06.10;20.52;18.12;1
2016.06.13;21.11;18.12;1
2016.06.14;20.63;18.13;1
2016.06.15;20.68;18.14;1
2016.06.16;21.95;18.15;1
2016.06.17;22.52;18.17;1
2016.06.20;21.01;18.18;1
2016.06.21;20.65;18.19;1
2016.06.22;22.25;18.21;1
2016.06.23;20.10;18.22;1
2016.06.24;22.20;18.24;1
2016.06.27;22.52;18.27;1
2016.06.28;20.18;18.28;1
2016.06.29;19.26;18.29;1
2016.06.30;18.50;18.29;1
2016.07.01;18.43;18.29;1
2016.07.05;20.09;18.31;1
2016.07.06;21.18;18.34;1
2016.07.07;20.55;18.36;1
2016.07.08;18.79;18.36;1
2016.07.11;18.93;18.37;1
2016.07.12;17.94;18.36;0
2016.07.13;17.61;18.36;0
2016.07.14;17.15;18.35;0
2016.07.15;16.91;18.35;0
2016.07.18;16.96;18.35;0
2016.07.19;16.71;18.35;0
2016.07.20;17.21;18.35;0
2016.07.21;17.77;18.36;0
2016.07.22;17.61;18.36;0
2016.07.25;17.74;18.36;0
2016.07.26;17.45;18.36;0
2016.07.27;16.93;18.36;0
2016.07.28;16.31;18.36;0
2016.07.29;15.80;18.36;0
2016.08.01;16.28;18.34;0
2016.08.02;16.45;18.34;0
2016.08.03;16.18;18.34;0
2016.08.04;16.06;18.33;0
2016.08.05;15.60;18.33;0
2016.08.08;15.49;18.32;0
2016.08.09;14.41;18.32;0
2016.08.10;14.89;18.31;0
2016.08.11;15.37;18.31;0
2016.08.12;15.01;18.31;0
2016.08.15;14.67;18.31;0
2016.08.16;16.13;18.31;0
2016.08.17;15.83;18.31;0
2016.08.18;14.97;18.31;0
2016.08.19;15.35;18.30;0
2016.08.22;15.82;18.29;0
2016.08.23;15.62;18.28;0
2016.08.24;16.89;18.27;0
2016.08.25;16.73;18.27;0
2016.08.26;16.17;18.26;0
2016.08.29;15.95;18.25;0
2016.08.30;15.99;18.24;0
2016.08.31;16.01;18.23;0
2016.09.01;16.25;18.22;0
2016.09.02;14.58;18.19;0
2016.09.06;15.60;18.17;0
2016.09.07;15.00;18.16;0
2016.09.08;14.97;18.15;0
2016.09.09;15.49;18.13;0
2016.09.12;15.20;18.13;0
2016.09.13;15.78;18.12;0
2016.09.14;15.32;18.12;0
2016.09.15;15.07;18.11;0
2016.09.16;14.78;18.10;0
2016.09.19;15.68;18.09;0
2016.09.20;15.69;18.08;0
2016.09.21;14.69;18.07;0
2016.09.22;13.73;18.06;0
2016.09.23;13.93;18.05;0
2016.09.26;14.98;18.04;0
2016.09.27;14.53;18.02;0
2016.09.28;13.98;18.00;0
2016.09.29;13.86;17.98;0
2016.09.30;13.88;17.96;0
2016.10.03;14.16;17.95;0
2016.10.04;15.80;17.95;0
2016.10.05;15.21;17.95;0
2016.10.06;16.05;17.95;0
2016.10.07;15.72;17.96;0
2016.10.10;15.60;17.96;0
2016.10.11;15.63;17.96;0
2016.10.12;15.61;17.96;0
2016.10.13;15.63;17.96;0
2016.10.14;15.14;17.96;0
2016.10.17;15.23;17.96;0
2016.10.18;14.73;17.96;0
2016.10.19;14.59;17.95;0
2016.10.20;14.68;17.94;0
2016.10.21;14.55;17.93;0
2016.10.24;14.95;17.92;0
2016.10.25;14.55;17.91;0
2016.10.26;14.48;17.90;0
2016.10.27;15.00;17.89;0
2016.10.28;16.62;17.89;0
2016.10.31;18.13;17.89;1
2016.11.01;19.02;17.91;1
2016.11.02;19.32;17.92;1
2016.11.03;19.98;17.94;1
2016.11.04;20.22;17.96;1
2016.11.07;18.53;17.96;1
2016.11.08;17.93;17.97;0
2016.11.09;16.68;17.97;0
2016.11.10;18.52;17.98;1
2016.11.11;23.25;18.02;1
2016.11.14;20.50;18.04;1
2016.11.15;16.42;18.04;0
2016.11.16;15.77;18.03;0
2016.11.17;17.50;18.03;0
2016.11.18;17.03;18.02;0
2016.11.21;15.86;18.00;0
2016.11.22;15.43;17.96;0
2016.11.23;18.53;17.95;1
2016.11.25;18.47;17.90;1
2016.11.28;17.39;17.87;0
2016.11.29;17.28;17.83;0
2016.11.30;19.18;17.80;1
2016.12.01;19.39;17.77;1
2016.12.02;18.44;17.74;1
2016.12.05;17.56;17.71;0
2016.12.06;17.06;17.67;0
2016.12.07;16.87;17.64;0
2016.12.08;16.48;17.60;0
2016.12.09;18.66;17.59;1
2016.12.12;16.97;17.56;0
2016.12.13;16.17;17.53;0
2016.12.14;18.21;17.51;1
2016.12.15;17.89;17.48;1
2016.12.16;17.55;17.46;1
2016.12.19;16.05;17.43;0
2016.12.20;16.69;17.40;0
2016.12.21;15.82;17.36;0
2016.12.22;15.28;17.33;0
2016.12.23;16.36;17.30;0
2016.12.27;16.68;17.28;0
2016.12.28;16.04;17.26;0
2016.12.29;15.68;17.24;0
2016.12.30;16.23;17.22;0
2017.01.03;16.26;17.21;0
2017.01.04;15.16;17.20;0
2017.01.05;14.98;17.19;0
2017.01.06;14.55;17.17;0
2017.01.09;14.38;17.15;0
2017.01.10;14.32;17.14;0
2017.01.11;14.96;17.11;0
2017.01.12;14.60;17.09;0
2017.01.13;14.63;17.07;0
2017.01.17;15.67;17.06;0
2017.01.18;15.25;17.05;0
2017.01.19;15.11;17.03;0
2017.01.20;14.38;17.02;0
2017.01.23;15.15;17.00;0
2017.01.24;14.65;16.97;0
2017.01.25;14.47;16.95;0
2017.01.26;14.74;16.93;0
2017.01.27;14.34;16.91;0
2017.01.30;15.19;16.90;0
2017.01.31;15.27;16.89;0
2017.02.01;14.80;16.87;0
2017.02.02;15.04;16.86;0
2017.02.03;15.04;16.85;0
2017.02.06;15.74;16.84;0
2017.02.07;15.26;16.83;0
2017.02.08;15.20;16.82;0
2017.02.09;14.88;16.81;0
2017.02.10;14.88;16.80;0
2017.02.13;14.61;16.78;0
2017.02.14;14.21;16.75;0
2017.02.15;13.71;16.73;0
2017.02.16;13.75;16.70;0
2017.02.17;13.27;16.67;0
2017.02.21;13.72;16.65;0
2017.02.22;13.26;16.62;0
2017.02.23;13.68;16.59;0
2017.02.24;13.54;16.57;0
2017.02.27;14.44;16.55;0
2017.02.28;14.30;16.53;0
2017.03.01;14.41;16.51;0
2017.03.02;13.89;16.49;0
2017.03.03;13.66;16.47;0
2017.03.06;13.24;16.44;0
2017.03.07;13.22;16.42;0
2017.03.08;13.58;16.40;0
2017.03.09;13.62;16.39;0
2017.03.10;13.03;16.37;0
2017.03.13;11.27;16.35;0
2017.03.14;11.57;16.33;0
2017.03.15;11.23;16.31;0
2017.03.16;11.12;16.28;0
2017.03.17;10.80;16.26;0
2017.03.20;11.35;16.23;0
2017.03.21;12.13;16.21;0
2017.03.22;12.28;16.18;0
2017.03.23;12.58;16.16;0
2017.03.24;12.06;16.12;0
2017.03.27;12.51;16.08;0
2017.03.28;12.35;16.04;0
2017.03.29;11.65;16.00;0
2017.03.30;12.09;15.95;0
2017.03.31;12.41;15.91;0
2017.04.03;12.61;15.87;0
2017.04.04;12.41;15.82;0
2017.04.05;13.23;15.78;0
2017.04.06;12.85;15.74;0
2017.04.07;13.45;15.69;0
2017.04.10;13.75;15.66;0
2017.04.11;15.20;15.63;0
2017.04.12;16.08;15.59;1
2017.04.13;16.20;15.57;1
2017.04.17;16.20;15.56;1
2017.04.18;15.67;15.54;1
2017.04.19;14.50;15.53;0
2017.04.20;14.54;15.50;0
2017.04.21;15.31;15.47;0
2017.04.24;12.29;15.43;0
2017.04.25;12.45;15.40;0
2017.04.26;12.02;15.36;0
2017.04.27;11.53;15.33;0
2017.04.28;11.60;15.30;0
2017.05.01;12.35;15.27;0
2017.05.02;12.38;15.25;0
2017.05.03;12.54;15.23;0
2017.05.04;12.41;15.21;0
2017.05.05;12.01;15.18;0
2017.05.08;11.95;15.15;0
2017.05.09;12.10;15.13;0
2017.05.10;11.20;15.09;0
2017.05.11;11.24;15.06;0
2017.05.12;11.13;15.03;0
2017.05.15;11.28;15.01;0
2017.05.16;11.19;14.98;0
2017.05.17;13.03;14.97;0
2017.05.18;12.95;14.95;0
2017.05.19;12.04;14.93;0
2017.05.22;12.32;14.91;0
2017.05.23;11.89;14.89;0
2017.05.24;11.75;14.87;0
2017.05.25;11.20;14.86;0
2017.05.26;11.59;14.84;0
2017.05.30;11.62;14.82;0
2017.05.31;11.82;14.81;0
2017.06.01;11.81;14.79;0
2017.06.02;12.09;14.77;0
2017.06.05;12.44;14.76;0
2017.06.06;13.23;14.75;0
2017.06.07;13.16;14.74;0
2017.06.08;12.62;14.72;0
2017.06.09;12.50;14.70;0
2017.06.12;12.41;14.68;0
2017.06.13;12.16;14.66;0
2017.06.14;11.50;14.64;0
2017.06.15;11.03;14.61;0
2017.06.16;10.16;14.58;0
2017.06.19;10.69;14.56;0
2017.06.20;11.14;14.53;0
2017.06.21;11.25;14.51;0
2017.06.22;11.24;14.49;0
2017.06.23;10.86;14.47;0
2017.06.26;11.05;14.45;0
2017.06.27;11.96;14.43;0
2017.06.28;11.38;14.41;0
2017.06.29;11.21;14.39;0
2017.06.30;11.00;14.37;0
2017.07.03;11.93;14.35;0
2017.07.05;11.88;14.34;0
2017.07.06;11.72;14.32;0
2017.07.07;12.54;14.30;0
2017.07.10;12.22;14.29;0
2017.07.11;12.30;14.28;0
2017.07.12;11.56;14.27;0
2017.07.13;11.29;14.25;0
2017.07.14;11.11;14.24;0
2017.07.17;11.08;14.22;0
2017.07.18;11.14;14.21;0
2017.07.19;11.08;14.20;0
2017.07.20;10.85;14.18;0
2017.07.21;11.22;14.16;0
2017.07.24;11.80;14.14;0
2017.07.25;12.07;14.12;0
2017.07.26;11.63;14.10;0
2017.07.27;11.24;14.08;0
2017.07.28;11.44;14.06;0
2017.07.31;11.61;14.04;0
2017.08.01;11.28;14.01;0
2017.08.02;11.24;13.99;0
2017.08.03;11.31;13.97;0
2017.08.04;10.87;13.96;0
2017.08.07;10.73;13.94;0
2017.08.08;11.10;13.92;0
2017.08.09;12.31;13.91;0
2017.08.10;13.43;13.90;0
2017.08.11;13.45;13.89;0
2017.08.14;12.11;13.88;0
2017.08.15;12.20;13.87;0
2017.08.16;12.58;13.85;0
2017.08.17;13.34;13.82;0
2017.08.18;12.12;13.79;0
2017.08.21;13.01;13.76;0
2017.08.22;12.49;13.72;0
2017.08.23;12.68;13.68;0
2017.08.24;12.76;13.65;0
2017.08.25;12.63;13.63;0
2017.08.28;14.20;13.61;1
2017.08.29;13.50;13.59;0
2017.08.30;12.78;13.54;0
2017.08.31;13.26;13.50;0
2017.09.01;12.73;13.48;0
2017.09.05;14.30;13.48;1
2017.09.06;14.17;13.46;1
2017.09.07;14.49;13.45;1
2017.09.08;13.77;13.44;1
2017.09.11;13.28;13.42;0
2017.09.12;11.56;13.39;0
2017.09.13;11.98;13.36;0
2017.09.14;12.19;13.33;0
2017.09.15;12.06;13.31;0
2017.09.18;12.69;13.27;0
2017.09.19;12.27;13.24;0
2017.09.20;12.32;13.21;0
2017.09.21;12.19;13.18;0
2017.09.22;12.37;13.16;0
2017.09.25;13.77;13.14;1
2017.09.26;13.32;13.13;1
2017.09.27;12.99;13.10;0
2017.09.28;11.75;13.07;0
2017.09.29;11.77;13.05;0
2017.10.02;11.72;13.02;0
2017.10.03;11.38;12.98;0
2017.10.04;11.41;12.95;0
2017.10.05;11.40;12.93;0
2017.10.06;11.53;12.90;0
2017.10.09;11.96;12.88;0
2017.10.10;12.22;12.87;0
2017.10.11;12.13;12.85;0
2017.10.12;11.82;12.82;0
2017.10.13;11.76;12.80;0
2017.10.16;12.13;12.78;0
2017.10.17;11.64;12.76;0
2017.10.18;11.88;12.74;0
2017.10.19;11.94;12.72;0
2017.10.20;11.49;12.71;0
2017.10.23;11.69;12.69;0
2017.10.24;11.73;12.68;0
2017.10.25;12.02;12.67;0
2017.10.26;11.62;12.65;0
2017.10.27;11.48;12.64;0
2017.10.30;11.74;12.62;0
2017.10.31;11.81;12.60;0
2017.11.01;11.80;12.58;0
2017.11.02;10.95;12.56;0
2017.11.03;10.65;12.54;0
2017.11.06;10.94;12.52;0
2017.11.07;10.98;12.51;0
2017.11.08;11.32;12.49;0
2017.11.09;11.73;12.47;0
2017.11.10;11.68;12.46;0
2017.11.13;11.53;12.44;0
2017.11.14;11.61;12.42;0
2017.11.15;11.75;12.41;0
2017.11.16;11.02;12.39;0
2017.11.17;10.62;12.37;0
2017.11.20;11.18;12.34;0
2017.11.21;10.84;12.32;0
2017.11.22;10.75;12.30;0
2017.11.24;10.58;12.28;0
2017.11.27;10.72;12.26;0
2017.11.28;10.64;12.24;0
2017.11.29;11.02;12.22;0
2017.11.30;11.79;12.21;0
2017.12.01;11.39;12.20;0
2017.12.04;11.38;12.19;0
2017.12.05;12.28;12.18;1
2017.12.06;11.67;12.18;0
2017.12.07;12.99;12.17;1
2017.12.08;11.70;12.16;0
2017.12.11;11.46;12.15;0
2017.12.12;12.14;12.14;1
2017.12.13;10.87;12.12;0
2017.12.14;10.40;12.10;0
2017.12.15;9.43;12.08;0
2017.12.18;9.93;12.06;0
2017.12.19;10.32;12.05;0
2017.12.20;9.79;12.03;0
2017.12.21;9.64;12.01;0
2017.12.22;10.01;12.00;0
2017.12.26;11.17;12.00;0
2017.12.27;10.73;11.99;0
2017.12.28;10.43;11.99;0
2017.12.29;10.96;11.99;0
2018.01.02;11.96;11.99;0
2018.01.03;11.56;11.99;0
2018.01.04;11.80;11.99;0
2018.01.05;11.26;11.99;0
2018.01.08;11.19;11.98;0
2018.01.09;10.79;11.97;0
2018.01.10;10.79;11.96;0
2018.01.11;10.96;11.96;0
2018.01.12;11.62;11.96;0
2018.01.16;12.09;11.96;1
2018.01.17;11.77;11.95;0
2018.01.18;12.26;11.95;1
2018.01.19;11.43;11.95;0
2018.01.22;11.66;11.94;0
2018.01.23;11.72;11.93;0
2018.01.24;13.38;11.93;1
2018.01.25;13.04;11.93;1
2018.01.26;12.98;11.92;1
2018.01.29;13.25;11.91;1
2018.01.30;13.86;11.89;1
2018.01.31;12.97;11.88;1
2018.02.01;12.32;11.86;1
2018.02.02;13.11;11.85;1
2018.02.05;14.35;11.85;1
2018.02.06;13.80;11.85;1
2018.02.07;13.62;11.85;1
2018.02.08;14.85;11.86;1
2018.02.09;14.93;11.88;1
2018.02.12;14.37;11.89;1
2018.02.13;14.07;11.90;1
2018.02.14;14.97;11.92;1
2018.02.15;15.03;11.93;1
2018.02.16;13.96;11.94;1
2018.02.20;14.08;11.95;1
2018.02.21;13.83;11.96;1
2018.02.22;13.47;11.96;1
2018.02.23;11.97;11.96;1
2018.02.26;11.89;11.97;0
2018.02.27;11.76;11.97;0
2018.02.28;11.74;11.97;0
2018.03.01;12.07;11.98;1
2018.03.02;11.97;11.98;0
2018.03.05;11.89;11.97;0
2018.03.06;12.33;11.97;1
2018.03.07;12.37;11.97;1
2018.03.08;11.57;11.97;0
2018.03.09;10.94;11.96;0
2018.03.12;11.01;11.96;0
2018.03.13;10.70;11.96;0
2018.03.14;10.41;11.95;0
2018.03.15;10.40;11.95;0
2018.03.16;9.88;11.94;0
2018.03.19;10.99;11.93;0
2018.03.20;11.01;11.93;0
2018.03.21;10.91;11.92;0
2018.03.22;11.24;11.91;0
2018.03.23;13.46;11.91;1
2018.03.26;12.95;11.91;1
2018.03.27;12.22;11.91;1
2018.03.28;11.74;11.91;0
2018.03.29;11.06;11.90;0
2018.04.02;12.86;11.91;1
2018.04.03;11.80;11.91;0
2018.04.04;12.00;11.92;1
2018.04.05;11.55;11.93;0
2018.04.06;11.95;11.93;1
2018.04.09;12.39;11.94;1
2018.04.10;12.78;11.94;1
2018.04.11;14.36;11.96;1
2018.04.12;12.88;11.97;1
2018.04.13;13.36;11.98;1
2018.04.16;13.43;11.99;1
2018.04.17;13.07;12.00;1
2018.04.18;13.46;12.01;1
2018.04.19;12.88;12.01;1
2018.04.20;12.14;12.02;1
2018.04.23;12.13;12.02;1
2018.04.24;12.24;12.02;1
2018.04.25;11.97;12.01;0
2018.04.26;11.49;12.01;0
2018.04.27;10.99;12.01;0
2018.04.30;11.15;12.01;0
2018.05.01;11.88;12.01;0
2018.05.02;11.64;12.01;0
2018.05.03;11.46;12.02;0
2018.05.04;10.99;12.01;0
2018.05.07;11.32;12.02;0
2018.05.08;11.50;12.02;0
2018.05.09;11.39;12.02;0
2018.05.10;11.42;12.01;0
2018.05.11;11.04;12.01;0
2018.05.14;11.15;12.01;0
2018.05.15;11.91;12.01;0
2018.05.16;11.77;12.01;0
2018.05.17;11.64;12.01;0
2018.05.18;11.11;12.01;0
2018.05.21;11.62;12.02;0
2018.05.22;10.90;12.02;0
2018.05.23;11.18;12.02;0
2018.05.24;10.99;12.02;0
2018.05.25;10.31;12.01;0
2018.05.29;12.33;12.00;1
2018.05.30;10.87;11.99;0
2018.05.31;10.92;11.98;0
2018.06.01;10.58;11.97;0
2018.06.04;10.54;11.96;0
2018.06.05;10.46;11.95;0
2018.06.06;10.31;11.94;0
2018.06.07;10.55;11.93;0
2018.06.08;10.69;11.92;0
2018.06.11;10.54;11.91;0
2018.06.12;10.52;11.90;0
2018.06.13;10.60;11.89;0
2018.06.14;9.83;11.87;0
2018.06.15;10.65;11.85;0
2018.06.18;9.82;11.84;0
2018.06.19;10.99;11.83;0
2018.06.20;11.08;11.82;0
2018.06.21;11.22;11.80;0
2018.06.22;10.67;11.78;0
2018.06.25;10.83;11.77;0
2018.06.26;10.97;11.75;0
2018.06.27;11.01;11.74;0
2018.06.28;11.03;11.74;0
2018.06.29;10.75;11.73;0
2018.07.02;11.75;11.73;1
2018.07.03;11.41;11.73;0
2018.07.05;11.32;11.72;0
2018.07.06;10.65;11.71;0
2018.07.09;10.55;11.70;0
2018.07.10;10.69;11.70;0
2018.07.11;11.25;11.69;0
2018.07.12;10.82;11.67;0
2018.07.13;10.99;11.66;0
2018.07.16;11.46;11.66;0
2018.07.17;11.79;11.66;1
2018.07.18;12.15;11.66;1
2018.07.19;12.66;11.66;1
2018.07.20;12.10;11.67;1
2018.07.23;12.22;11.67;1
2018.07.24;11.74;11.67;1
2018.07.25;11.65;11.67;0
2018.07.26;11.43;11.67;0
2018.07.27;11.05;11.66;0
2018.07.30;11.18;11.66;0
2018.07.31;11.21;11.66;0
2018.08.01;10.91;11.65;0
2018.08.02;11.08;11.65;0
2018.08.03;10.77;11.64;0
2018.08.06;11.02;11.64;0
2018.08.07;11.11;11.63;0
2018.08.08;11.43;11.63;0
2018.08.09;10.99;11.63;0
2018.08.10;11.78;11.63;1
2018.08.13;11.73;11.63;1
2018.08.14;11.88;11.63;1
2018.08.15;13.16;11.64;1
2018.08.16;13.39;11.65;1
2018.08.17;12.89;11.65;1
2018.08.20;12.40;11.66;1
2018.08.21;11.86;11.66;1
2018.08.22;11.81;11.67;1
2018.08.23;11.60;11.67;0
2018.08.24;11.71;11.67;1
2018.08.27;11.77;11.67;1
2018.08.28;11.46;11.67;0
2018.08.29;11.25;11.67;0
2018.08.30;11.41;11.67;0
2018.08.31;10.96;11.67;0
2018.09.04;11.42;11.67;0
2018.09.05;11.24;11.67;0
2018.09.06;11.54;11.67;0
2018.09.07;11.30;11.67;0
2018.09.10;11.33;11.67;0
2018.09.11;11.26;11.68;0
2018.09.12;11.18;11.68;0
2018.09.13;11.15;11.68;0
2018.09.14;10.84;11.68;0
2018.09.17;10.85;11.68;0
2018.09.18;10.78;11.68;0
2018.09.19;10.81;11.67;0
2018.09.20;10.72;11.67;0
2018.09.21;10.76;11.66;0
2018.09.24;10.97;11.66;0
2018.09.25;10.83;11.65;0
2018.09.26;10.76;11.64;0
2018.09.27;10.86;11.64;0
2018.09.28;10.74;11.63;0
2018.10.01;11.03;11.64;0
2018.10.02;11.24;11.64;0
2018.10.03;11.21;11.65;0
2018.10.04;11.59;11.66;0
2018.10.05;11.64;11.66;0
2018.10.08;12.48;11.68;1
2018.10.09;12.03;11.69;1
2018.10.10;12.51;11.70;1
2018.10.11;13.57;11.71;1
2018.10.12;12.76;11.72;1
2018.10.15;13.13;11.74;1
2018.10.16;12.20;11.74;1
2018.10.17;12.14;11.74;1
2018.10.18;12.23;11.75;1
2018.10.19;11.76;11.75;1
2018.10.22;11.68;11.75;0
2018.10.23;12.31;11.75;1
2018.10.24;13.11;11.77;1
2018.10.25;12.30;11.77;1
2018.10.26;12.92;11.78;1
2018.10.29;12.98;11.79;1
2018.10.30;12.30;11.79;1
2018.10.31;12.08;11.79;1
2018.11.01;12.60;11.79;1
2018.11.02;12.50;11.80;1
2018.11.05;12.39;11.80;1
2018.11.06;12.47;11.81;1
2018.11.07;11.23;11.80;0
2018.11.08;11.41;11.79;0
2018.11.09;11.44;11.78;0
2018.11.12;12.13;11.78;1
2018.11.13;12.19;11.77;1
2018.11.14;12.88;11.77;1
2018.11.15;12.12;11.77;1
2018.11.16;12.05;11.76;1
2018.11.19;12.57;11.75;1
2018.11.20;12.63;11.75;1
2018.11.21;12.12;11.74;1
2018.11.23;12.10;11.72;1
2018.11.26;11.83;11.71;1
2018.11.27;12.01;11.70;1
2018.11.28;11.43;11.68;0
2018.11.29;11.39;11.67;0
2018.11.30;11.26;11.65;0
2018.12.03;10.93;11.63;0
2018.12.04;11.63;11.62;1
2018.12.06;11.61;11.61;1
2018.12.07;12.22;11.60;1
2018.12.10;12.04;11.60;1
2018.12.11;11.46;11.60;0
2018.12.12;11.29;11.60;0
2018.12.13;10.69;11.59;0
2018.12.14;10.77;11.59;0
2018.12.17;11.75;11.59;1
2018.12.18;12.18;11.59;1
2018.12.19;11.40;11.58;0
2018.12.20;12.45;11.58;1
2018.12.21;11.97;11.58;1
2018.12.24;14.80;11.60;1
2018.12.26;14.47;11.62;1
2018.12.27;15.18;11.64;1
2018.12.28;14.56;11.66;1
2018.12.31;13.48;11.68;1
2019.01.02;13.18;11.70;1
2019.01.03;13.77;11.71;1
2019.01.04;12.04;11.72;1
2019.01.07;11.66;11.72;0
2019.01.08;11.16;11.72;0
2019.01.09;11.69;11.71;0
2019.01.10;10.95;11.70;0
2019.01.11;11.00;11.69;0
2019.01.14;11.06;11.69;0
2019.01.15;11.06;11.69;0
2019.01.16;11.08;11.68;0
2019.01.17;10.90;11.68;0
2019.01.18;11.12;11.67;0
2019.01.22;10.77;11.67;0
2019.01.23;10.61;11.66;0
2019.01.24;10.37;11.65;0
2019.01.25;11.12;11.64;0
2019.01.28;11.04;11.63;0
2019.01.29;11.25;11.62;0
2019.01.30;11.14;11.61;0
2019.01.31;10.74;11.59;0
2019.02.01;10.12;11.58;0
2019.02.04;10.11;11.56;0
2019.02.05;10.14;11.55;0
2019.02.06;9.76;11.54;0
2019.02.07;9.72;11.52;0
2019.02.08;9.89;11.51;0
2019.02.11;10.18;11.50;0
2019.02.12;10.03;11.50;0
2019.02.13;9.55;11.49;0
2019.02.14;9.92;11.48;0
2019.02.15;10.16;11.48;0
2019.02.19;11.39;11.47;0
2019.02.20;10.92;11.47;0
2019.02.21;10.29;11.47;0
2019.02.22;10.02;11.46;0
2019.02.25;9.91;11.45;0
2019.02.26;9.86;11.45;0
2019.02.27;9.72;11.44;0
2019.02.28;9.52;11.43;0
2019.03.01;10.20;11.42;0
2019.03.04;10.26;11.42;0
2019.03.05;10.19;11.41;0
2019.03.06;10.13;11.40;0
2019.03.07;10.36;11.40;0
2019.03.08;10.51;11.39;0
2019.03.11;10.18;11.39;0
2019.03.12;10.08;11.38;0
2019.03.13;10.14;11.38;0
2019.03.14;10.08;11.38;0
2019.03.15;10.01;11.37;0
2019.03.18;9.79;11.36;0
2019.03.19;9.82;11.35;0
2019.03.20;10.15;11.35;0
2019.03.21;10.20;11.35;0
2019.03.22;10.31;11.35;0
2019.03.25;10.77;11.35;0
2019.03.26;10.18;11.35;0
2019.03.27;10.36;11.35;0
2019.03.28;10.35;11.35;0
2019.03.29;9.94;11.34;0
2019.04.01;10.13;11.34;0
2019.04.02;9.81;11.34;0
2019.04.03;9.69;11.34;0
2019.04.04;9.92;11.34;0
2019.04.05;9.65;11.33;0
2019.04.08;9.71;11.32;0
2019.04.09;9.55;11.32;0
2019.04.10;9.45;11.31;0
2019.04.11;9.59;11.30;0
2019.04.12;9.28;11.30;0
2019.04.15;9.57;11.29;0
2019.04.16;9.78;11.28;0
2019.04.17;9.39;11.28;0
2019.04.18;8.96;11.26;0
2019.04.22;9.56;11.25;0
2019.04.23;9.54;11.24;0
2019.04.24;9.48;11.24;0
2019.04.25;9.35;11.23;0
2019.04.26;9.28;11.22;0
2019.04.29;9.46;11.22;0
2019.04.30;9.32;11.21;0
2019.05.01;9.19;11.20;0
2019.05.02;9.08;11.19;0
2019.05.03;8.89;11.17;0
2019.05.06;9.26;11.16;0
2019.05.07;9.74;11.14;0
2019.05.08;9.78;11.13;0
2019.05.09;9.96;11.12;0
2019.05.10;9.33;11.11;0
2019.05.13;10.51;11.10;0
2019.05.14;9.76;11.09;0
2019.05.15;9.45;11.09;0
2019.05.16;9.16;11.08;0
2019.05.17;9.16;11.07;0
2019.05.20;9.16;11.06;0
2019.05.21;8.99;11.05;0
2019.05.22;9.04;11.04;0
2019.05.23;9.47;11.03;0
2019.05.24;9.00;11.02;0
2019.05.28;9.20;11.01;0
2019.05.29;8.88;11.00;0
2019.05.30;9.30;10.99;0
2019.05.31;10.33;10.98;0
2019.06.03;11.79;10.98;1
2019.06.04;10.66;10.97;0
2019.06.05;11.26;10.96;1
2019.06.06;11.62;10.95;1
2019.06.07;11.41;10.94;1
2019.06.10;10.87;10.94;0
2019.06.11;10.52;10.93;0
2019.06.12;11.06;10.93;1
2019.06.13;11.68;10.93;1
2019.06.14;11.90;10.93;1
2019.06.17;11.99;10.93;1
2019.06.18;12.40;10.94;1
2019.06.19;12.41;10.94;1
2019.06.20;15.69;10.97;1
2019.06.21;15.54;10.99;1
2019.06.24;16.80;11.02;1
2019.06.25;17.08;11.04;1
2019.06.26;15.88;11.07;1
2019.06.27;15.57;11.09;1
2019.06.28;15.99;11.11;1
2019.07.01;14.08;11.13;1
2019.07.02;15.80;11.15;1
2019.07.03;15.89;11.17;1
2019.07.05;15.07;11.20;1
2019.07.08;12.99;11.21;1
2019.07.09;13.45;11.22;1
2019.07.10;15.01;11.24;1
2019.07.11;13.64;11.26;1
2019.07.12;14.65;11.27;1
2019.07.15;14.90;11.29;1
2019.07.16;14.32;11.31;1
2019.07.17;16.02;11.34;1
2019.07.18;17.45;11.37;1
2019.07.19;15.83;11.40;1
2019.07.22;14.89;11.41;1
2019.07.23;14.28;11.43;1
2019.07.24;14.55;11.44;1
2019.07.25;13.54;11.45;1
2019.07.26;12.31;11.45;1
2019.07.29;13.59;11.46;1
2019.07.30;14.51;11.47;1
2019.07.31;13.21;11.47;1
2019.08.01;16.01;11.48;1
2019.08.02;15.00;11.49;1
